loan_id,customer_id,loan_type,loan_amount_lakh,interest_rate_pct,tenure_months,emi_amount,disbursement_date,branch_id,loan_status,emi_missed_count,days_past_due,is_npa,collateral_type,processing_fee_pct
LOAN008645,CUST04242,Business Loan,34.95,16.4,120,59420.02,2021-01-24,BR0050,Restructured,0,0,0,Property,1.11
LOAN008646,CUST09891,Business Loan,61.31,14.96,24,297155.14,2020-11-17,BR0003,NPA,6,90,1,Property,1.07
LOAN008647,CUST00806,Education Loan,5.75,10.69,24,26716.83,2021-02-07,BR0002,NPA,4,60,1,None,1.49
LOAN008648,CUST00907,Auto Loan,9.19,13.05,24,43712.52,2021-05-01,BR0049,Closed,0,0,0,Vehicle,0.7
LOAN008649,CUST09817,Business Loan,79.17,15.39,60,189969.49,2020-12-04,BR0047,Active,1,19,0,Property,0.73
LOAN008650,CUST04567,Business Loan,24.32,10.68,36,79252.52,2024-05-15,BR0031,Closed,1,40,0,Property,1.47
LOAN008651,CUST09451,Gold Loan,7.33,9.53,180,7667.44,2024-08-12,BR0015,Active,0,0,0,FD,1.17
LOAN008652,CUST04172,Business Loan,64.89,12.91,12,579305.84,2024-03-02,BR0044,Active,0,0,0,Property,0.83
LOAN008653,CUST09545,Personal Loan,9.44,14.24,36,32373.83,2024-10-01,BR0001,Active,2,78,0,Vehicle,1.25
LOAN008654,CUST03693,Education Loan,2.56,10.13,60,5455.63,2022-04-11,BR0035,Restructured,0,0,0,Property,2.15
LOAN008655,CUST00983,Gold Loan,3.6,7.87,36,11259.51,2023-01-24,BR0013,Active,0,0,0,None,1.54
LOAN008656,CUST07271,Education Loan,7.61,18.16,240,11838.39,2021-05-08,BR0044,Active,0,0,0,None,1.31
LOAN008657,CUST05222,Gold Loan,5.1,14.06,48,13951.86,2021-03-12,BR0001,Active,1,23,0,Gold,0.61
LOAN008658,CUST02876,Education Loan,6.36,10.22,60,13582.07,2021-06-08,BR0031,Active,0,0,0,Property,1.41
LOAN008659,CUST05152,Education Loan,4.12,10.36,36,13363.83,2023-07-12,BR0033,Closed,0,0,0,Property,1.32
LOAN008660,CUST03477,Auto Loan,19.33,9.42,24,88681.57,2024-12-17,BR0032,Active,0,0,0,Gold,1.07
LOAN008661,CUST05344,Personal Loan,8.71,13.35,24,41552.26,2021-10-12,BR0042,Active,2,46,0,Property,2.12
LOAN008662,CUST05102,Personal Loan,8.11,10.8,36,26474.35,2024-11-28,BR0021,Restructured,0,0,0,FD,0.61
LOAN008663,CUST05438,Personal Loan,5.28,13.67,12,47325.65,2020-12-01,BR0008,Restructured,0,0,0,FD,1.49
LOAN008664,CUST07621,Auto Loan,14.8,12.35,180,18097.1,2023-04-16,BR0006,Active,0,0,0,None,2.25
LOAN008665,CUST09885,Gold Loan,5.37,9.73,36,17259.49,2023-09-28,BR0009,Closed,0,0,0,None,1.14
LOAN008666,CUST04820,Auto Loan,8.35,14.07,120,12999.91,2023-09-29,BR0020,Active,0,0,0,Property,0.67
LOAN008667,CUST06333,Personal Loan,7.1,9.67,48,17895.12,2021-08-23,BR0017,Active,0,0,0,Vehicle,1.82
LOAN008668,CUST04142,Gold Loan,0.79,12.17,84,1401.76,2023-10-08,BR0025,Active,0,0,0,FD,1.64
LOAN008669,CUST01567,Personal Loan,5.35,8.99,60,11103.12,2024-07-12,BR0038,Closed,0,0,0,None,1.05
LOAN008670,CUST09256,Gold Loan,3.63,18.47,48,10752.48,2024-08-07,BR0037,NPA,4,140,1,Gold,1.22
LOAN008671,CUST08545,Personal Loan,4.71,9.46,48,11824.0,2023-04-04,BR0047,NPA,3,114,1,Vehicle,1.17
LOAN008672,CUST08249,Gold Loan,3.0,17.63,60,7557.77,2021-03-15,BR0021,Closed,0,0,0,Gold,2.16
LOAN008673,CUST04554,Personal Loan,4.84,10.16,24,22369.9,2021-05-29,BR0048,NPA,6,204,1,FD,1.96
LOAN008674,CUST09673,Personal Loan,2.8,15.49,84,5480.35,2024-12-18,BR0005,Restructured,0,0,0,FD,0.84
LOAN008675,CUST02601,Business Loan,42.66,7.94,12,370974.3,2022-03-08,BR0023,Active,0,0,0,Gold,1.53
LOAN008676,CUST02192,Education Loan,14.07,10.37,84,23627.73,2024-06-28,BR0011,NPA,3,78,1,FD,1.62
LOAN008677,CUST03989,Business Loan,47.82,13.24,12,427653.85,2022-11-05,BR0016,Active,0,0,0,Vehicle,1.66
LOAN008678,CUST05390,Business Loan,49.34,16.7,60,121828.12,2020-12-24,BR0019,Active,0,0,0,None,2.19
LOAN008679,CUST09595,Auto Loan,12.96,9.57,240,12139.72,2022-11-01,BR0038,Closed,2,80,0,Vehicle,1.73
LOAN008680,CUST08240,Auto Loan,7.06,10.47,180,7790.99,2020-03-28,BR0019,Closed,2,60,0,FD,1.1
LOAN008681,CUST08024,Auto Loan,5.97,14.91,240,7821.56,2022-04-23,BR0048,Active,0,0,0,Vehicle,1.58
LOAN008682,CUST02537,Gold Loan,2.96,14.94,180,4130.62,2024-05-07,BR0028,Active,0,0,0,Gold,0.76
LOAN008683,CUST08552,Home Loan,108.66,12.96,120,161984.79,2023-03-21,BR0015,Restructured,0,0,0,FD,2.09
LOAN008684,CUST09559,Home Loan,53.47,8.31,48,131315.36,2021-03-13,BR0024,Active,1,31,0,Vehicle,0.86
LOAN008685,CUST00128,Home Loan,80.27,10.02,120,106166.32,2022-12-15,BR0006,Active,0,0,0,FD,1.02
LOAN008686,CUST09146,Business Loan,69.58,10.83,60,150694.55,2022-03-17,BR0025,NPA,3,78,1,None,1.94
LOAN008687,CUST08142,Gold Loan,0.53,16.58,84,1070.27,2020-12-23,BR0027,Closed,0,0,0,Property,1.4
LOAN008688,CUST05642,Business Loan,30.52,11.82,48,80101.4,2023-11-12,BR0015,Active,0,0,0,None,0.98
LOAN008689,CUST00509,Auto Loan,9.07,14.72,60,21444.39,2022-10-26,BR0048,Active,0,0,0,Vehicle,1.93
LOAN008690,CUST00444,Personal Loan,9.13,16.79,240,13246.28,2021-01-26,BR0030,Active,0,0,0,None,1.59
LOAN008691,CUST05643,Auto Loan,13.39,14.87,84,25740.79,2021-09-20,BR0007,Active,0,0,0,None,2.37
LOAN008692,CUST06207,Gold Loan,6.66,10.67,12,58759.72,2020-10-22,BR0010,Restructured,0,0,0,Property,0.98
LOAN008693,CUST06964,Business Loan,34.59,10.12,24,159806.95,2021-06-05,BR0043,Closed,0,0,0,Gold,1.2
LOAN008694,CUST03902,Auto Loan,4.88,10.4,12,42993.79,2022-06-26,BR0033,Active,0,0,0,Property,0.71
LOAN008695,CUST01562,Home Loan,147.15,12.0,48,387502.39,2024-09-12,BR0035,Active,0,0,0,None,0.78
LOAN008696,CUST09259,Auto Loan,7.88,10.61,48,20217.35,2020-01-15,BR0002,Active,2,34,0,None,2.27
LOAN008697,CUST02571,Auto Loan,14.98,9.23,48,37441.61,2024-12-23,BR0003,Active,0,0,0,Vehicle,2.5
LOAN008698,CUST03295,Education Loan,8.58,17.74,36,30906.96,2023-12-15,BR0025,NPA,5,185,1,FD,1.01
LOAN008699,CUST06878,Personal Loan,1.52,9.82,12,13350.49,2022-02-04,BR0048,NPA,3,48,1,Gold,1.36
LOAN008700,CUST04110,Education Loan,12.84,17.92,120,23069.69,2023-10-05,BR0028,Active,0,0,0,None,1.73
LOAN008701,CUST08681,Gold Loan,0.74,11.63,84,1291.71,2021-02-02,BR0017,Active,2,32,0,Vehicle,0.75
LOAN008702,CUST06720,Business Loan,51.35,14.41,36,176526.41,2022-09-19,BR0008,NPA,3,111,1,Property,0.85
LOAN008703,CUST00099,Gold Loan,1.54,8.25,60,3141.02,2022-01-03,BR0033,NPA,4,132,1,Property,1.81
LOAN008704,CUST09555,Home Loan,29.28,16.07,180,43146.54,2020-05-03,BR0026,Closed,0,0,0,Property,1.11
LOAN008705,CUST01390,Auto Loan,10.16,16.58,60,25021.34,2021-08-16,BR0024,Active,0,0,0,Vehicle,1.67
LOAN008706,CUST07794,Education Loan,8.05,17.45,240,12083.99,2023-11-28,BR0043,Active,1,25,0,None,1.79
LOAN008707,CUST06863,Personal Loan,5.48,18.21,180,8908.03,2022-09-21,BR0019,Closed,0,0,0,Gold,0.86
LOAN008708,CUST06941,Gold Loan,3.99,8.82,180,4004.31,2021-07-06,BR0036,Active,0,0,0,Property,2.29
LOAN008709,CUST07479,Personal Loan,8.56,7.56,48,20721.12,2023-01-11,BR0028,NPA,3,54,1,Property,0.64
LOAN008710,CUST00998,Education Loan,6.15,17.13,12,56128.87,2021-06-26,BR0015,Closed,0,0,0,None,1.6
LOAN008711,CUST09043,Business Loan,42.01,14.55,84,80008.69,2023-05-06,BR0022,Closed,0,0,0,Gold,1.22
LOAN008712,CUST00176,Personal Loan,1.51,16.34,36,5334.09,2023-10-02,BR0013,Restructured,0,0,0,Vehicle,0.65
LOAN008713,CUST07336,Personal Loan,2.36,11.31,24,11033.45,2021-03-27,BR0027,Closed,0,0,0,Property,1.67
LOAN008714,CUST07646,Business Loan,16.78,16.63,12,152747.09,2023-07-04,BR0036,Active,2,40,0,Property,2.18
LOAN008715,CUST00268,Personal Loan,3.18,7.66,48,7712.66,2024-09-03,BR0033,Active,2,68,0,Vehicle,1.0
LOAN008716,CUST05727,Auto Loan,11.7,13.55,84,21636.0,2020-02-12,BR0016,Active,2,80,0,FD,2.14
LOAN008717,CUST09508,Home Loan,32.57,11.96,24,153257.47,2023-12-05,BR0008,Active,0,0,0,FD,0.61
LOAN008718,CUST05613,Home Loan,81.2,7.89,12,705933.13,2023-02-14,BR0019,Active,0,0,0,None,1.77
LOAN008719,CUST02400,Home Loan,65.16,16.45,12,592590.74,2023-05-01,BR0048,Restructured,2,46,0,FD,2.03
LOAN008720,CUST07502,Auto Loan,15.06,17.18,36,53828.02,2022-01-21,BR0043,Active,0,0,0,Property,2.1
LOAN008721,CUST00216,Personal Loan,2.39,16.17,24,11721.61,2021-01-30,BR0038,Active,0,0,0,None,1.2
LOAN008722,CUST04479,Education Loan,2.33,12.77,180,2912.84,2023-10-25,BR0002,Active,0,0,0,Vehicle,1.26
LOAN008723,CUST07428,Business Loan,70.06,11.45,12,620673.44,2022-04-23,BR0025,Active,0,0,0,Gold,2.06
LOAN008724,CUST07582,Auto Loan,11.45,15.86,180,16704.99,2024-04-25,BR0049,Restructured,1,30,0,Property,0.76
LOAN008725,CUST07579,Gold Loan,5.04,17.24,180,7842.47,2022-02-10,BR0010,Active,0,0,0,Vehicle,2.47
LOAN008726,CUST09048,Personal Loan,3.34,14.73,120,5333.5,2023-02-17,BR0017,Active,0,0,0,Property,0.89
LOAN008727,CUST04077,Auto Loan,9.28,15.65,48,26133.73,2021-12-10,BR0031,Active,0,0,0,FD,2.49
LOAN008728,CUST07055,Business Loan,18.05,9.11,120,22972.57,2021-09-18,BR0010,NPA,6,108,1,None,1.49
LOAN008729,CUST06764,Personal Loan,8.33,14.27,48,22875.94,2022-07-21,BR0022,Active,0,0,0,FD,1.55
LOAN008730,CUST05740,Education Loan,5.69,13.62,120,8705.12,2022-09-22,BR0031,Active,1,29,0,Gold,0.74
LOAN008731,CUST07849,Education Loan,4.19,14.93,12,37804.39,2020-11-22,BR0034,NPA,3,51,1,FD,0.57
LOAN008732,CUST01621,Education Loan,14.39,17.36,60,36041.99,2024-10-12,BR0040,Restructured,0,0,0,FD,1.6
LOAN008733,CUST03015,Personal Loan,3.96,8.38,24,17978.72,2021-08-03,BR0020,Active,0,0,0,Vehicle,2.35
LOAN008734,CUST06114,Home Loan,112.48,17.43,120,198563.05,2020-09-16,BR0024,Restructured,0,0,0,FD,2.44
LOAN008735,CUST08630,Business Loan,61.62,11.52,24,288687.41,2021-12-09,BR0036,Closed,0,0,0,Gold,1.72
LOAN008736,CUST09825,Gold Loan,1.84,10.99,120,2533.56,2020-05-07,BR0020,Restructured,0,0,0,Property,2.32
LOAN008737,CUST02500,Education Loan,12.29,15.16,48,34303.75,2022-07-12,BR0009,Closed,0,0,0,Property,2.22
LOAN008738,CUST04167,Business Loan,7.04,9.22,36,22459.16,2022-01-19,BR0018,Active,0,0,0,Gold,2.09
LOAN008739,CUST01805,Gold Loan,6.76,10.77,240,6872.09,2021-12-08,BR0024,Active,0,0,0,FD,1.89
LOAN008740,CUST02913,Home Loan,49.43,16.44,60,121362.82,2021-02-06,BR0023,Closed,0,0,0,None,2.48
LOAN008741,CUST00235,Gold Loan,7.4,14.27,12,66536.51,2024-10-07,BR0011,Active,0,0,0,FD,2.34
LOAN008742,CUST04464,Personal Loan,3.42,13.7,84,6352.54,2023-01-09,BR0041,NPA,6,102,1,Vehicle,1.75
LOAN008743,CUST00522,Gold Loan,5.07,9.69,180,5352.5,2023-07-10,BR0015,Active,1,37,0,None,2.45
LOAN008744,CUST07264,Education Loan,2.54,13.56,48,6884.99,2024-06-05,BR0035,Active,2,72,0,Vehicle,0.58
LOAN008745,CUST09974,Education Loan,12.84,14.63,24,62031.38,2021-12-27,BR0034,NPA,6,222,1,Gold,1.63
LOAN008746,CUST08457,Home Loan,46.27,15.96,12,419724.1,2020-03-11,BR0038,NPA,3,72,1,FD,1.17
LOAN008747,CUST08258,Education Loan,10.73,18.1,120,19403.0,2023-06-08,BR0012,Restructured,0,0,0,Vehicle,2.35
LOAN008748,CUST03485,Education Loan,14.72,12.1,120,21204.11,2020-12-14,BR0028,NPA,3,120,1,Property,0.97
LOAN008749,CUST01731,Auto Loan,12.37,16.53,48,35393.61,2024-09-03,BR0034,NPA,2,74,1,Gold,1.74
LOAN008750,CUST09120,Auto Loan,15.85,17.01,84,32399.91,2023-07-24,BR0041,Active,0,0,0,FD,1.22
LOAN008751,CUST07801,Personal Loan,5.37,8.54,60,11027.73,2020-09-22,BR0011,NPA,6,96,1,None,1.96
LOAN008752,CUST03865,Gold Loan,5.28,13.89,84,9862.67,2022-12-22,BR0035,Active,0,0,0,Gold,1.07
LOAN008753,CUST07077,Auto Loan,17.51,15.53,84,34311.39,2021-11-21,BR0001,Active,0,0,0,Property,0.53
LOAN008754,CUST02537,Auto Loan,6.14,8.56,180,6067.91,2022-12-09,BR0028,Active,0,0,0,FD,1.71
LOAN008755,CUST06650,Education Loan,5.6,15.92,60,13594.32,2024-11-19,BR0047,Active,0,0,0,None,2.45
LOAN008756,CUST08458,Personal Loan,0.86,13.1,84,1569.19,2022-08-08,BR0031,Active,0,0,0,FD,0.71
LOAN008757,CUST09113,Home Loan,72.07,12.1,12,640670.42,2023-12-06,BR0011,Active,0,0,0,Gold,1.18
LOAN008758,CUST05249,Auto Loan,3.48,15.7,12,31524.96,2023-08-22,BR0043,Active,2,46,0,None,1.79
LOAN008759,CUST08853,Education Loan,3.9,13.16,180,4975.57,2021-10-27,BR0010,NPA,3,96,1,Vehicle,1.17
LOAN008760,CUST05652,Home Loan,105.19,18.09,120,190146.72,2024-07-04,BR0032,Active,0,0,0,Gold,1.38
LOAN008761,CUST08142,Personal Loan,8.05,15.08,12,72688.33,2022-08-10,BR0027,Active,0,0,0,None,2.32
LOAN008762,CUST07045,Personal Loan,4.41,16.97,84,9004.55,2024-12-14,BR0046,Closed,0,0,0,Property,1.98
LOAN008763,CUST09533,Home Loan,102.95,14.55,12,927024.68,2024-12-31,BR0003,Closed,0,0,0,Vehicle,1.3
LOAN008764,CUST06168,Auto Loan,7.33,13.82,48,19964.18,2020-11-02,BR0018,NPA,3,57,1,Gold,2.28
LOAN008765,CUST07443,Education Loan,8.14,10.38,84,13673.72,2021-03-31,BR0026,Active,0,0,0,Property,1.28
LOAN008766,CUST04229,Business Loan,8.74,16.45,12,79485.01,2021-09-03,BR0001,NPA,4,128,1,Gold,1.09
LOAN008767,CUST05254,Education Loan,8.15,8.04,60,16540.87,2024-02-04,BR0005,Active,0,0,0,Property,1.21
LOAN008768,CUST03574,Auto Loan,3.16,11.2,48,8197.91,2020-12-16,BR0033,NPA,3,48,1,Gold,2.06
LOAN008769,CUST04960,Business Loan,79.09,10.03,48,200706.64,2022-10-01,BR0023,Closed,0,0,0,FD,0.85
LOAN008770,CUST00417,Education Loan,6.03,16.11,84,12014.63,2022-06-29,BR0035,Restructured,2,44,0,Property,1.99
LOAN008771,CUST09086,Auto Loan,19.87,16.62,24,97879.36,2024-03-12,BR0017,Closed,0,0,0,Gold,1.77
LOAN008772,CUST03260,Auto Loan,19.71,10.45,120,26540.54,2021-08-20,BR0015,NPA,3,93,1,Property,2.08
LOAN008773,CUST02884,Education Loan,9.16,11.02,60,19925.2,2022-04-01,BR0030,NPA,3,117,1,Vehicle,2.13
LOAN008774,CUST05977,Personal Loan,9.1,7.99,60,18447.16,2024-01-28,BR0031,Closed,0,0,0,Vehicle,2.29
LOAN008775,CUST04363,Business Loan,15.23,13.76,180,20037.44,2024-12-09,BR0049,Closed,0,0,0,None,1.51
LOAN008776,CUST00190,Auto Loan,7.35,14.48,84,13969.54,2024-03-05,BR0023,Restructured,0,0,0,Property,2.46
LOAN008777,CUST03060,Auto Loan,18.06,8.55,12,157560.74,2024-04-27,BR0028,Closed,0,0,0,None,0.54
LOAN008778,CUST02136,Auto Loan,14.34,13.67,240,17489.44,2020-11-16,BR0013,Active,0,0,0,FD,1.27
LOAN008779,CUST00320,Auto Loan,12.02,11.34,84,20796.68,2021-03-26,BR0050,Active,0,0,0,Vehicle,1.74
LOAN008780,CUST02030,Personal Loan,7.19,13.12,60,16403.66,2023-03-20,BR0008,NPA,3,87,1,None,1.81
LOAN008781,CUST01970,Auto Loan,12.82,11.03,84,21971.19,2023-04-01,BR0035,Active,2,40,0,FD,0.61
LOAN008782,CUST05657,Auto Loan,14.45,16.96,36,51489.43,2022-02-17,BR0050,NPA,6,126,1,Vehicle,1.33
LOAN008783,CUST04101,Auto Loan,16.74,18.19,120,30368.07,2022-04-08,BR0002,Restructured,0,0,0,None,0.55
LOAN008784,CUST06138,Business Loan,62.73,13.1,12,560581.62,2020-09-04,BR0002,NPA,5,150,1,FD,1.31
LOAN008785,CUST01470,Personal Loan,8.68,13.55,180,11298.28,2020-12-06,BR0025,Restructured,0,0,0,Vehicle,0.88
LOAN008786,CUST05358,Education Loan,9.73,12.58,240,11109.57,2022-11-26,BR0033,Active,0,0,0,Property,2.34
LOAN008787,CUST00704,Gold Loan,5.36,14.36,60,12572.05,2020-04-16,BR0001,NPA,5,135,1,Property,0.56
LOAN008788,CUST00251,Education Loan,8.13,15.28,240,10874.08,2022-01-18,BR0007,Active,0,0,0,FD,1.65
LOAN008789,CUST05753,Home Loan,49.5,15.54,240,67164.59,2024-12-24,BR0001,Restructured,1,24,0,Vehicle,0.85
LOAN008790,CUST07912,Business Loan,21.09,12.63,84,37943.89,2024-07-19,BR0003,Active,1,34,0,Property,2.49
LOAN008791,CUST01772,Personal Loan,3.57,10.78,84,6071.49,2021-09-12,BR0031,Restructured,0,0,0,Property,1.57
LOAN008792,CUST00554,Home Loan,100.08,11.59,240,107349.58,2023-11-16,BR0013,Active,2,52,0,Vehicle,2.48
LOAN008793,CUST02066,Business Loan,24.27,15.46,48,68112.5,2021-01-28,BR0013,Restructured,1,21,0,None,0.98
LOAN008794,CUST02658,Education Loan,9.43,15.65,120,15591.42,2023-06-01,BR0016,Active,0,0,0,Property,2.2
LOAN008795,CUST06851,Home Loan,25.05,18.19,12,229884.95,2022-03-26,BR0025,Active,0,0,0,FD,2.41
LOAN008796,CUST04891,Gold Loan,3.2,9.07,180,3258.99,2022-03-02,BR0028,Closed,0,0,0,None,2.32
LOAN008797,CUST06494,Education Loan,10.39,14.88,12,93719.56,2021-10-31,BR0020,Active,0,0,0,FD,0.81
LOAN008798,CUST04726,Auto Loan,13.87,13.44,36,47028.0,2024-12-16,BR0025,Closed,0,0,0,Property,1.02
LOAN008799,CUST08516,Home Loan,59.54,7.68,60,119815.88,2022-04-09,BR0041,Active,0,0,0,None,0.63
LOAN008800,CUST05923,Education Loan,7.68,16.24,120,12980.11,2021-04-20,BR0010,Active,0,0,0,Property,1.5
LOAN008801,CUST09162,Auto Loan,10.71,11.83,24,50330.71,2020-09-02,BR0017,NPA,6,138,1,FD,0.67
LOAN008802,CUST08875,Auto Loan,5.18,16.65,36,18378.01,2020-09-01,BR0033,NPA,3,99,1,None,1.62
LOAN008803,CUST00097,Home Loan,37.73,16.23,24,185152.72,2020-09-25,BR0044,Active,0,0,0,FD,1.23
LOAN008804,CUST03235,Business Loan,56.55,8.93,84,90782.97,2022-03-01,BR0038,Restructured,0,0,0,Gold,2.18
LOAN008805,CUST02615,Home Loan,96.45,11.23,48,250358.73,2021-05-21,BR0042,Closed,0,0,0,None,1.61
LOAN008806,CUST01661,Gold Loan,4.28,12.36,120,6229.96,2020-09-25,BR0018,Active,1,25,0,Property,0.86
LOAN008807,CUST05217,Home Loan,23.73,12.8,180,29712.59,2022-07-16,BR0004,Restructured,0,0,0,Vehicle,1.72
LOAN008808,CUST03036,Auto Loan,14.98,10.23,36,48498.17,2021-11-18,BR0002,Active,2,78,0,Property,2.44
LOAN008809,CUST00071,Auto Loan,4.48,18.32,48,13235.03,2024-02-27,BR0020,Active,0,0,0,None,1.5
LOAN008810,CUST04913,Personal Loan,9.11,9.22,48,22765.56,2020-12-10,BR0004,Closed,0,0,0,Vehicle,0.74
LOAN008811,CUST09513,Education Loan,13.77,16.22,240,19385.23,2020-10-07,BR0049,Active,0,0,0,Property,1.22
LOAN008812,CUST09578,Home Loan,25.86,13.0,120,38611.76,2024-06-13,BR0034,NPA,5,155,1,FD,1.42
LOAN008813,CUST06589,Gold Loan,7.3,10.25,36,23640.82,2020-03-15,BR0032,Active,0,0,0,Property,1.45
LOAN008814,CUST08865,Education Loan,4.14,13.6,84,7667.17,2020-02-23,BR0047,Active,1,34,0,None,1.81
LOAN008815,CUST01102,Auto Loan,14.66,9.05,84,23623.81,2023-07-06,BR0017,Active,0,0,0,FD,1.82
LOAN008816,CUST03244,Auto Loan,5.73,12.06,180,6899.1,2021-07-23,BR0045,NPA,3,60,1,Vehicle,0.57
LOAN008817,CUST06661,Gold Loan,4.63,13.3,84,8498.58,2022-12-06,BR0011,Active,2,78,0,None,1.58
LOAN008818,CUST01531,Business Loan,9.73,13.14,60,22208.53,2020-04-12,BR0011,Active,0,0,0,Gold,1.66
LOAN008819,CUST03054,Gold Loan,5.12,16.77,48,14712.93,2024-10-27,BR0007,NPA,3,60,1,Gold,2.26
LOAN008820,CUST01924,Education Loan,13.09,12.62,12,116683.07,2022-07-17,BR0038,NPA,3,75,1,Property,2.23
LOAN008821,CUST01795,Business Loan,32.04,14.78,180,44360.97,2021-12-11,BR0006,Active,0,0,0,FD,1.67
LOAN008822,CUST04078,Gold Loan,2.88,10.78,48,7412.78,2024-05-15,BR0045,NPA,3,51,1,Property,1.51
LOAN008823,CUST07307,Auto Loan,13.63,13.69,24,65242.13,2023-02-13,BR0007,Active,0,0,0,Gold,0.8
LOAN008824,CUST04075,Personal Loan,1.16,10.51,60,2493.87,2020-12-20,BR0010,Active,0,0,0,FD,1.07
LOAN008825,CUST04356,Gold Loan,4.55,11.2,36,14939.25,2022-11-26,BR0034,Active,0,0,0,FD,1.09
LOAN008826,CUST01633,Education Loan,8.09,15.8,12,73324.72,2020-07-26,BR0013,Active,1,28,0,Property,1.1
LOAN008827,CUST02265,Business Loan,26.02,13.55,120,39699.29,2024-12-03,BR0048,Restructured,2,32,0,FD,1.35
LOAN008828,CUST09427,Home Loan,94.53,15.45,12,855220.39,2023-05-17,BR0049,NPA,3,90,1,None,2.35
LOAN008829,CUST06827,Home Loan,132.08,17.94,180,212134.48,2021-01-01,BR0009,Active,0,0,0,Property,1.48
LOAN008830,CUST02687,Auto Loan,14.97,9.64,60,31542.3,2022-04-22,BR0018,Restructured,0,0,0,Gold,1.86
LOAN008831,CUST02186,Education Loan,12.91,9.13,180,13194.21,2020-08-04,BR0040,Active,0,0,0,FD,1.05
LOAN008832,CUST09434,Business Loan,40.21,11.05,12,355476.44,2024-08-10,BR0048,Closed,0,0,0,FD,0.63
LOAN008833,CUST08366,Personal Loan,8.09,9.85,12,71067.53,2022-05-18,BR0032,Closed,0,0,0,Property,1.43
LOAN008834,CUST04043,Personal Loan,8.32,12.2,48,21991.54,2023-05-31,BR0044,Active,0,0,0,None,0.98
LOAN008835,CUST06837,Education Loan,2.02,16.4,60,4955.28,2020-07-01,BR0017,Active,0,0,0,None,0.54
LOAN008836,CUST02053,Auto Loan,19.75,16.53,24,97203.04,2020-04-22,BR0007,Closed,0,0,0,Gold,0.53
LOAN008837,CUST03491,Education Loan,7.66,13.81,240,9419.85,2020-10-04,BR0031,Closed,2,36,0,None,1.72
LOAN008838,CUST01753,Gold Loan,3.16,17.68,48,9229.74,2020-05-17,BR0021,NPA,5,135,1,FD,1.11
LOAN008839,CUST07188,Home Loan,38.18,12.75,84,68939.05,2023-02-17,BR0027,Restructured,0,0,0,FD,1.3
LOAN008840,CUST03051,Gold Loan,4.23,12.01,12,37585.02,2023-10-15,BR0041,Restructured,0,0,0,Gold,1.71
LOAN008841,CUST08131,Auto Loan,10.53,7.64,36,32822.6,2020-01-15,BR0012,NPA,3,108,1,Property,1.65
LOAN008842,CUST02572,Home Loan,54.78,10.01,60,116418.27,2021-11-26,BR0039,Active,0,0,0,Property,0.95
LOAN008843,CUST07221,Education Loan,5.62,11.42,48,14640.08,2023-08-18,BR0006,Active,0,0,0,Property,2.03
LOAN008844,CUST06979,Business Loan,21.21,10.14,84,35364.73,2024-05-12,BR0050,Active,0,0,0,FD,1.71
LOAN008845,CUST02075,Auto Loan,15.78,13.91,120,24415.72,2023-05-05,BR0022,Closed,0,0,0,Gold,2.14
LOAN008846,CUST03308,Gold Loan,4.73,13.38,60,10854.44,2023-05-29,BR0002,Closed,0,0,0,Property,2.33
LOAN008847,CUST03363,Personal Loan,8.56,15.05,48,23844.82,2021-07-26,BR0040,Restructured,0,0,0,Gold,2.04
LOAN008848,CUST05449,Auto Loan,15.15,16.95,240,22164.44,2022-02-15,BR0035,NPA,5,120,1,Property,0.73
LOAN008849,CUST04719,Business Loan,68.54,17.95,60,173860.18,2023-12-17,BR0049,Active,0,0,0,None,0.72
LOAN008850,CUST07745,Education Loan,14.41,15.92,240,19961.56,2020-04-17,BR0012,Restructured,0,0,0,None,1.79
LOAN008851,CUST03562,Business Loan,79.24,13.0,180,100257.79,2022-12-15,BR0013,Active,0,0,0,FD,1.71
LOAN008852,CUST06578,Home Loan,86.28,15.39,24,419943.29,2021-10-20,BR0036,Active,0,0,0,FD,1.74
LOAN008853,CUST04547,Business Loan,37.84,8.22,84,59393.84,2024-10-24,BR0034,Active,1,36,0,Property,1.38
LOAN008854,CUST04071,Personal Loan,1.57,7.57,180,1461.66,2020-09-28,BR0041,Active,0,0,0,FD,1.03
LOAN008855,CUST01147,Business Loan,46.47,9.89,36,149705.74,2024-06-13,BR0010,Active,0,0,0,Property,2.47
LOAN008856,CUST07954,Gold Loan,5.29,15.35,120,8648.36,2023-02-20,BR0011,Active,0,0,0,Vehicle,0.56
LOAN008857,CUST08372,Business Loan,41.25,16.03,84,82001.51,2023-06-08,BR0019,Active,0,0,0,Gold,1.82
LOAN008858,CUST00334,Education Loan,10.97,9.18,60,22867.87,2023-01-18,BR0006,Active,0,0,0,None,0.71
LOAN008859,CUST01421,Auto Loan,11.37,7.56,240,9201.35,2024-01-12,BR0043,Closed,0,0,0,Property,0.91
LOAN008860,CUST07027,Personal Loan,4.83,7.58,48,11696.45,2020-02-28,BR0009,Active,0,0,0,Vehicle,1.03
LOAN008861,CUST08819,Education Loan,9.98,11.5,24,46746.63,2022-11-23,BR0042,Restructured,0,0,0,None,1.6
LOAN008862,CUST02162,Personal Loan,0.83,10.57,12,7319.04,2020-10-30,BR0029,Closed,0,0,0,Gold,2.3
