month,branch_id,target_collection_lakh,actual_collection_lakh,collection_efficiency_pct,npa_amount_lakh,npa_pct,new_loans_disbursed,loan_disbursement_amount_lakh
2022-11,BR0039,287.68,248.15,86.26,31.77,11.04,19,54.36
2022-12,BR0039,301.27,220.44,73.17,38.16,12.67,18,321.54
2023-01,BR0039,387.41,312.14,80.57,24.15,6.23,25,149.91
2023-02,BR0039,291.59,269.08,92.28,42.25,14.49,46,270.62
2023-03,BR0039,495.02,432.94,87.46,33.74,6.82,13,181.1
2023-04,BR0039,301.03,246.42,81.86,21.63,7.19,65,139.9
2023-05,BR0039,465.57,391.27,84.04,49.28,10.58,30,252.91
2023-06,BR0039,59.87,43.1,71.99,5.07,8.47,23,156.37
2023-07,BR0039,106.09,101.52,95.69,12.68,11.95,63,53.6
2023-08,BR0039,440.76,349.92,79.39,53.45,12.13,9,367.08
2023-09,BR0039,191.09,166.48,87.12,15.04,7.87,40,282.53
2023-10,BR0039,71.66,63.45,88.55,9.86,13.76,42,80.34
2023-11,BR0039,211.17,199.94,94.68,10.5,4.97,59,117.78
2023-12,BR0039,399.54,362.42,90.71,27.85,6.97,55,179.31
2024-01,BR0039,120.43,93.81,77.9,17.91,14.87,46,184.34
2024-02,BR0039,53.84,39.72,73.78,4.59,8.53,53,69.11
2024-03,BR0039,366.05,333.22,91.03,17.08,4.67,6,62.03
2024-04,BR0039,75.71,71.35,94.24,4.8,6.34,51,174.46
2024-05,BR0039,199.25,162.41,81.51,17.66,8.86,65,286.67
2024-06,BR0039,493.9,464.76,94.1,61.03,12.36,72,70.92
2024-07,BR0039,420.79,373.24,88.7,32.48,7.72,31,56.43
2024-08,BR0039,96.34,74.6,77.43,5.92,6.14,21,165.19
2024-09,BR0039,84.77,59.45,70.13,7.1,8.38,40,52.62
2024-10,BR0039,398.49,284.24,71.33,25.17,6.32,58,185.48
2024-11,BR0039,296.3,217.87,73.53,33.12,11.18,71,313.13
2024-12,BR0039,56.98,45.61,80.05,3.33,5.84,79,251.79
2020-01,BR0040,309.95,269.72,87.02,13.9,4.48,10,155.29
2020-02,BR0040,254.91,182.34,71.53,24.8,9.73,63,366.92
2020-03,BR0040,183.4,175.72,95.81,18.99,10.35,69,367.25
2020-04,BR0040,331.79,323.56,97.52,24.17,7.28,43,259.78
2020-05,BR0040,482.1,353.19,73.26,19.29,4.0,32,333.16
2020-06,BR0040,308.4,310.16,100.57,34.99,11.35,27,95.94
2020-07,BR0040,415.83,344.85,82.93,23.1,5.56,9,101.99
2020-08,BR0040,199.7,177.43,88.85,23.28,11.66,55,113.81
2020-09,BR0040,301.0,227.65,75.63,25.94,8.62,77,300.03
2020-10,BR0040,257.23,240.84,93.63,31.14,12.11,29,101.04
2020-11,BR0040,443.99,396.97,89.41,59.23,13.34,78,200.71
2020-12,BR0040,231.23,209.75,90.71,26.3,11.37,32,305.99
2021-01,BR0040,430.92,329.27,76.41,16.27,3.78,42,190.21
2021-02,BR0040,219.02,168.01,76.71,5.21,2.38,57,27.68
2021-03,BR0040,212.56,184.2,86.66,24.02,11.3,25,190.13
2021-04,BR0040,71.51,67.61,94.55,10.09,14.11,46,140.88
2021-05,BR0040,167.33,146.65,87.64,15.81,9.45,48,140.67
2021-06,BR0040,107.86,100.1,92.81,10.12,9.38,12,38.38
2021-07,BR0040,168.35,123.25,73.21,17.79,10.57,20,385.09
2021-08,BR0040,450.88,454.62,100.83,24.06,5.34,73,378.94
2021-09,BR0040,490.36,365.02,74.44,23.63,4.82,60,384.56
2021-10,BR0040,496.14,382.57,77.11,23.44,4.72,13,391.94
2021-11,BR0040,258.63,256.43,99.15,10.23,3.96,23,162.78
2021-12,BR0040,249.64,197.22,79.0,35.38,14.17,70,283.8
2022-01,BR0040,167.59,159.23,95.01,6.62,3.95,8,114.86
2022-02,BR0040,279.71,246.0,87.95,14.91,5.33,55,239.72
2022-03,BR0040,291.15,231.46,79.5,9.14,3.14,52,126.2
2022-04,BR0040,150.71,127.94,84.89,11.38,7.55,32,172.92
2022-05,BR0040,443.02,397.3,89.68,34.27,7.74,73,104.09
2022-06,BR0040,79.65,59.48,74.68,9.01,11.31,43,31.24
2022-07,BR0040,253.26,209.6,82.76,6.13,2.42,61,299.27
2022-08,BR0040,405.31,285.38,70.41,34.9,8.61,44,276.64
2022-09,BR0040,494.5,353.27,71.44,10.33,2.09,59,96.46
2022-10,BR0040,134.86,115.63,85.74,9.46,7.01,11,211.81
2022-11,BR0040,413.18,294.43,71.26,60.47,14.64,52,96.02
2022-12,BR0040,120.18,106.59,88.69,6.09,5.07,15,238.38
2023-01,BR0040,448.52,388.33,86.58,47.6,10.61,27,277.64
2023-02,BR0040,60.68,42.88,70.66,7.11,11.72,28,184.32
2023-03,BR0040,341.28,298.86,87.57,34.91,10.23,65,200.69
2023-04,BR0040,403.78,387.87,96.06,24.35,6.03,14,47.48
2023-05,BR0040,156.69,118.76,75.79,14.45,9.22,23,89.39
2023-06,BR0040,82.42,78.63,95.4,6.4,7.77,43,59.94
2023-07,BR0040,182.11,184.24,101.17,18.72,10.28,60,61.08
2023-08,BR0040,322.84,275.51,85.34,23.04,7.14,41,388.35
2023-09,BR0040,354.37,298.95,84.36,42.16,11.9,58,20.96
2023-10,BR0040,288.94,273.77,94.75,13.42,4.64,74,266.23
2023-11,BR0040,195.23,187.64,96.11,18.47,9.46,40,277.85
2023-12,BR0040,105.52,84.76,80.33,4.27,4.05,49,307.17
2024-01,BR0040,457.09,369.79,80.9,43.76,9.57,33,195.64
2024-02,BR0040,185.05,186.97,101.04,11.27,6.09,20,261.26
2024-03,BR0040,107.55,83.74,77.86,13.64,12.68,68,124.45
2024-04,BR0040,433.0,396.19,91.5,60.25,13.91,27,242.25
2024-05,BR0040,307.89,252.35,81.96,42.34,13.75,47,348.24
2024-06,BR0040,255.82,207.37,81.06,29.46,11.52,58,230.1
2024-07,BR0040,479.84,424.71,88.51,27.68,5.77,71,111.95
2024-08,BR0040,455.71,423.49,92.93,18.03,3.96,9,349.32
2024-09,BR0040,87.44,62.38,71.34,4.49,5.13,67,25.84
2024-10,BR0040,360.37,326.35,90.56,27.1,7.52,71,125.27
2024-11,BR0040,90.21,70.93,78.63,10.03,11.12,67,399.74
2024-12,BR0040,453.69,415.53,91.59,52.59,11.59,80,177.42
2020-01,BR0041,439.66,351.46,79.94,55.33,12.58,18,72.65
2020-02,BR0041,301.38,291.49,96.72,32.6,10.82,47,195.51
2020-03,BR0041,135.0,109.03,80.76,13.52,10.01,65,31.02
2020-04,BR0041,450.87,428.1,94.95,48.9,10.85,7,250.23
2020-05,BR0041,208.92,181.8,87.02,15.07,7.21,72,68.06
2020-06,BR0041,102.37,79.46,77.62,7.91,7.73,67,391.49
2020-07,BR0041,102.32,75.03,73.33,7.69,7.52,10,166.19
2020-08,BR0041,152.88,111.66,73.04,20.54,13.44,5,26.83
2020-09,BR0041,340.34,244.84,71.94,50.49,14.84,45,386.03
2020-10,BR0041,421.74,320.14,75.91,14.82,3.51,47,354.87
2020-11,BR0041,201.87,175.22,86.8,11.08,5.49,53,338.31
2020-12,BR0041,343.02,244.23,71.2,27.47,8.01,40,106.58
2021-01,BR0041,301.66,212.49,70.44,25.82,8.56,19,137.53
2021-02,BR0041,480.94,441.98,91.9,15.98,3.32,32,29.4
2021-03,BR0041,321.3,288.17,89.69,31.95,9.94,10,276.6
2021-04,BR0041,140.98,110.36,78.28,13.48,9.56,70,169.76
2021-05,BR0041,119.99,121.11,100.93,14.27,11.89,39,117.39
2021-06,BR0041,427.47,338.81,79.26,39.62,9.27,78,83.53
2021-07,BR0041,322.16,318.33,98.81,17.94,5.57,10,352.82
2021-08,BR0041,230.53,166.3,72.14,19.92,8.64,61,167.35
2021-09,BR0041,326.21,250.14,76.68,20.58,6.31,25,180.64
2021-10,BR0041,218.73,178.64,81.67,14.46,6.61,18,297.74
2021-11,BR0041,126.11,107.81,85.49,15.51,12.3,37,172.15
2021-12,BR0041,378.7,358.4,94.64,40.38,10.66,57,397.16
2022-01,BR0041,479.33,419.61,87.54,61.91,12.92,37,121.64
2022-02,BR0041,170.79,160.15,93.77,7.46,4.37,39,192.54
2022-03,BR0041,440.54,353.53,80.25,56.92,12.92,13,73.32
2022-04,BR0041,151.61,127.84,84.32,4.51,2.97,69,104.27
2022-05,BR0041,359.25,254.03,70.71,11.38,3.17,21,76.01
2022-06,BR0041,64.05,48.51,75.74,3.49,5.45,34,245.77
2022-07,BR0041,64.9,59.7,91.99,6.05,9.32,63,130.24
2022-08,BR0041,427.48,425.6,99.56,13.81,3.23,14,383.17
2022-09,BR0041,468.48,435.08,92.87,66.43,14.18,16,303.41
2022-10,BR0041,263.35,225.85,85.76,8.55,3.25,41,126.13
2022-11,BR0041,223.45,179.54,80.35,19.68,8.81,37,103.0
2022-12,BR0041,100.99,87.29,86.43,7.27,7.2,73,256.42
2023-01,BR0041,237.4,239.04,100.69,16.6,6.99,15,89.53
2023-02,BR0041,279.68,269.84,96.48,15.87,5.67,76,211.69
2023-03,BR0041,360.41,361.13,100.2,47.27,13.12,49,333.27
2023-04,BR0041,209.56,188.86,90.12,28.51,13.6,45,313.92
2023-05,BR0041,141.17,132.71,94.01,9.84,6.97,41,30.81
2023-06,BR0041,154.54,138.93,89.9,18.5,11.97,46,122.81
2023-07,BR0041,188.02,184.88,98.33,14.36,7.64,53,254.71
2023-08,BR0041,347.07,245.38,70.7,13.95,4.02,80,135.6
2023-09,BR0041,435.66,387.52,88.95,47.25,10.85,13,139.85
2023-10,BR0041,498.94,480.83,96.37,52.86,10.59,32,55.67
2023-11,BR0041,419.38,369.77,88.17,62.83,14.98,61,249.82
2023-12,BR0041,62.69,56.16,89.58,5.92,9.44,44,359.21
2024-01,BR0041,108.28,88.22,81.47,4.56,4.21,50,141.07
2024-02,BR0041,148.11,136.14,91.92,4.53,3.06,49,228.97
2024-03,BR0041,278.79,258.22,92.62,24.76,8.88,65,310.38
2024-04,BR0041,352.73,295.38,83.74,17.47,4.95,74,387.84
2024-05,BR0041,54.42,43.53,79.99,1.76,3.23,17,248.2
2024-06,BR0041,99.09,84.84,85.62,5.95,6.0,66,157.29
2024-07,BR0041,162.52,152.2,93.65,9.01,5.54,28,214.56
2024-08,BR0041,178.63,125.59,70.31,7.01,3.92,16,311.83
2024-09,BR0041,359.18,321.14,89.41,7.68,2.14,47,375.15
2024-10,BR0041,66.21,58.82,88.84,5.21,7.87,69,369.71
2024-11,BR0041,228.36,161.02,70.51,17.89,7.83,73,205.61
2024-12,BR0041,118.31,97.03,82.01,17.39,14.7,48,362.8
2020-01,BR0042,274.05,247.91,90.46,31.39,11.45,22,386.7
2020-02,BR0042,281.55,282.45,100.32,5.81,2.06,42,352.04
2020-03,BR0042,490.16,356.93,72.82,43.73,8.92,76,68.9
2020-04,BR0042,490.28,477.53,97.4,50.54,10.31,39,342.61
2020-05,BR0042,287.27,270.26,94.08,24.32,8.47,61,320.99
2020-06,BR0042,248.49,201.7,81.17,31.17,12.54,31,257.39
2020-07,BR0042,270.8,236.16,87.21,30.15,11.13,47,278.53
2020-08,BR0042,107.52,98.28,91.41,3.73,3.47,41,125.14
2020-09,BR0042,457.76,414.36,90.52,62.27,13.6,75,371.75
2020-10,BR0042,196.37,183.37,93.38,23.94,12.19,66,304.72
2020-11,BR0042,76.46,60.27,78.82,5.07,6.63,65,79.63
2020-12,BR0042,123.55,114.96,93.05,15.7,12.71,47,393.36
2021-01,BR0042,142.5,120.16,84.32,7.25,5.09,68,40.78
2021-02,BR0042,469.33,412.4,87.87,13.74,2.93,8,295.43
2021-03,BR0042,319.34,294.69,92.28,11.76,3.68,56,339.1
2021-04,BR0042,377.8,352.22,93.23,42.63,11.28,58,173.92
2021-05,BR0042,206.82,146.14,70.66,8.67,4.19,27,182.13
2021-06,BR0042,282.12,222.23,78.77,25.66,9.1,35,369.34
2021-07,BR0042,412.79,331.92,80.41,61.43,14.88,75,108.1
2021-08,BR0042,258.21,188.93,73.17,24.32,9.42,39,324.12
2021-09,BR0042,149.49,106.27,71.09,8.16,5.46,71,178.38
2021-10,BR0042,413.3,386.6,93.54,20.15,4.88,37,137.6
2021-11,BR0042,172.89,135.93,78.62,19.11,11.05,39,58.77
2021-12,BR0042,295.29,298.92,101.23,16.67,5.65,39,49.39
2022-01,BR0042,107.42,96.48,89.82,10.69,9.95,42,224.92
2022-02,BR0042,340.36,290.43,85.33,26.48,7.78,74,157.03
2022-03,BR0042,127.44,125.8,98.71,11.24,8.82,79,330.66
2022-04,BR0042,169.95,155.47,91.48,15.61,9.19,39,271.72
2022-05,BR0042,217.67,215.1,98.82,18.97,8.72,66,304.58
2022-06,BR0042,319.23,302.69,94.82,38.2,11.97,31,236.96
2022-07,BR0042,490.03,399.28,81.48,60.07,12.26,42,350.68
2022-08,BR0042,284.63,228.1,80.14,42.16,14.81,54,98.43
2022-09,BR0042,406.67,366.61,90.15,14.86,3.65,80,236.9
2022-10,BR0042,291.43,268.32,92.07,30.65,10.52,34,98.26
2022-11,BR0042,474.75,357.44,75.29,24.2,5.1,13,57.31
2022-12,BR0042,470.65,392.38,83.37,26.5,5.63,51,352.41
2023-01,BR0042,358.23,305.18,85.19,51.84,14.47,41,88.31
2023-02,BR0042,119.68,120.84,100.97,3.52,2.94,53,122.75
2023-03,BR0042,426.67,352.05,82.51,41.01,9.61,6,131.76
2023-04,BR0042,335.13,311.8,93.04,16.47,4.91,65,32.62
2023-05,BR0042,310.09,250.58,80.81,21.08,6.8,14,85.49
2023-06,BR0042,145.85,122.65,84.09,17.43,11.95,45,199.31
2023-07,BR0042,258.8,198.99,76.89,6.32,2.44,57,47.27
2023-08,BR0042,357.61,346.67,96.94,38.61,10.8,61,62.95
2023-09,BR0042,399.62,351.51,87.96,22.4,5.61,48,144.96
2023-10,BR0042,461.68,406.05,87.95,34.95,7.57,61,157.21
2023-11,BR0042,331.15,318.43,96.16,23.03,6.95,70,220.99
2023-12,BR0042,233.53,175.4,75.11,9.5,4.07,10,27.24
2024-01,BR0042,188.1,135.79,72.19,5.78,3.07,76,203.26
2024-02,BR0042,354.68,334.82,94.4,30.36,8.56,34,93.47
2024-03,BR0042,313.58,240.67,76.75,18.04,5.75,69,300.87
2024-04,BR0042,278.47,223.36,80.21,13.58,4.88,55,81.64
2024-05,BR0042,192.75,160.29,83.16,6.8,3.53,23,155.57
2024-06,BR0042,392.31,395.06,100.7,56.22,14.33,71,141.63
2024-07,BR0042,385.64,324.75,84.21,54.66,14.17,36,99.26
2024-08,BR0042,388.42,367.72,94.67,40.08,10.32,41,85.7
2024-09,BR0042,294.21,237.04,80.57,27.59,9.38,46,186.94
2024-10,BR0042,146.17,144.83,99.08,13.35,9.13,30,262.45
2024-11,BR0042,124.89,118.03,94.51,11.82,9.46,30,371.61
2024-12,BR0042,271.81,202.36,74.45,12.42,4.57,77,303.55
2020-01,BR0043,311.98,258.01,82.7,42.15,13.51,22,246.76
2020-02,BR0043,413.67,382.27,92.41,22.32,5.4,40,248.61
2020-03,BR0043,182.02,142.23,78.14,6.18,3.4,75,315.98
2020-04,BR0043,385.36,304.97,79.14,41.06,10.65,71,221.6
2020-05,BR0043,56.69,54.45,96.05,2.81,4.96,8,174.93
2020-06,BR0043,211.14,148.77,70.46,20.61,9.76,5,311.13
2020-07,BR0043,430.85,354.68,82.32,57.64,13.38,43,150.28
2020-08,BR0043,120.8,111.63,92.41,16.91,14.0,48,132.8
2020-09,BR0043,50.25,36.53,72.69,2.7,5.37,7,162.82
2020-10,BR0043,378.64,348.69,92.09,44.51,11.76,30,285.89
2020-11,BR0043,190.86,184.01,96.41,23.78,12.46,45,177.8
2020-12,BR0043,469.29,440.85,93.94,21.03,4.48,32,330.02
2021-01,BR0043,353.39,329.89,93.35,16.47,4.66,47,79.26
2021-02,BR0043,377.61,361.79,95.81,41.69,11.04,47,217.52
2021-03,BR0043,289.71,270.42,93.34,42.75,14.76,20,298.71
2021-04,BR0043,318.51,299.72,94.1,23.72,7.45,17,236.66
2021-05,BR0043,311.66,225.64,72.4,40.31,12.93,65,360.1
2021-06,BR0043,398.76,390.39,97.9,46.5,11.66,47,102.57
2021-07,BR0043,152.59,120.59,79.03,8.71,5.71,30,194.63
2021-08,BR0043,455.88,322.26,70.69,43.24,9.48,37,261.06
2021-09,BR0043,284.86,262.61,92.19,13.75,4.83,36,178.94
2021-10,BR0043,463.5,463.5,100.0,68.56,14.79,18,257.07
2021-11,BR0043,475.21,405.97,85.43,15.86,3.34,56,30.3
2021-12,BR0043,110.3,82.36,74.67,5.27,4.78,59,193.2
2022-01,BR0043,178.02,149.93,84.22,21.65,12.16,37,300.66
2022-02,BR0043,76.55,65.92,86.12,8.21,10.73,34,327.35
2022-03,BR0043,384.25,290.61,75.63,12.55,3.27,52,193.39
2022-04,BR0043,329.65,243.08,73.74,28.76,8.72,25,383.73
2022-05,BR0043,322.9,328.52,101.74,31.74,9.83,12,232.8
2022-06,BR0043,191.93,147.96,77.09,24.34,12.68,57,342.89
2022-07,BR0043,231.39,181.22,78.32,27.89,12.05,37,261.29
2022-08,BR0043,183.94,184.91,100.53,7.87,4.28,34,316.99
2022-09,BR0043,243.05,202.51,83.32,22.94,9.44,50,243.14
2022-10,BR0043,108.0,94.76,87.74,11.54,10.69,34,350.89
2022-11,BR0043,397.09,296.59,74.69,32.81,8.26,78,140.94
2022-12,BR0043,379.94,364.93,96.05,45.41,11.95,50,129.63
2023-01,BR0043,119.64,98.7,82.5,3.62,3.03,67,316.83
2023-02,BR0043,491.66,395.34,80.41,70.69,14.38,5,117.24
2023-03,BR0043,458.03,413.01,90.17,53.87,11.76,16,180.17
2023-04,BR0043,321.56,270.95,84.26,12.98,4.04,31,354.65
2023-05,BR0043,281.83,263.4,93.46,39.64,14.07,20,26.75
2023-06,BR0043,468.79,422.99,90.23,20.99,4.48,26,255.01
2023-07,BR0043,354.64,332.55,93.77,39.63,11.17,51,73.79
2023-08,BR0043,431.36,304.71,70.64,48.21,11.18,18,55.36
2023-09,BR0043,361.53,364.75,100.89,42.35,11.71,48,213.22
2023-10,BR0043,352.52,358.62,101.73,52.65,14.94,26,336.56
2023-11,BR0043,365.02,320.45,87.79,10.62,2.91,48,388.33
2023-12,BR0043,363.08,359.74,99.08,22.96,6.32,13,271.99
2024-01,BR0043,227.08,207.37,91.32,6.11,2.69,28,130.64
2024-02,BR0043,218.52,203.81,93.27,4.68,2.14,39,334.56
2024-03,BR0043,485.6,386.15,79.52,43.41,8.94,47,338.0
2024-04,BR0043,206.84,206.45,99.81,15.23,7.36,44,216.42
2024-05,BR0043,181.46,161.08,88.77,12.47,6.87,45,238.98
2024-06,BR0043,70.07,49.63,70.83,6.93,9.89,31,94.79
2024-07,BR0043,374.21,282.49,75.49,7.98,2.13,70,372.24
2024-08,BR0043,491.03,366.8,74.7,46.29,9.43,18,218.15
2024-09,BR0043,195.02,195.61,100.3,8.66,4.44,47,340.16
2024-10,BR0043,388.13,310.93,80.11,24.61,6.34,41,48.58
2024-11,BR0043,104.53,74.89,71.64,8.41,8.05,75,109.6
2024-12,BR0043,69.72,52.95,75.95,9.65,13.84,61,269.83
2020-01,BR0044,349.43,258.72,74.04,18.38,5.26,61,362.75
2020-02,BR0044,261.7,223.47,85.39,19.61,7.49,20,209.0
2020-03,BR0044,292.59,219.09,74.88,37.85,12.94,50,331.59
2020-04,BR0044,146.34,110.09,75.23,6.98,4.77,67,119.39
2020-05,BR0044,482.49,394.0,81.66,32.25,6.68,40,150.37
2020-06,BR0044,177.6,158.93,89.49,20.47,11.53,60,229.86
2020-07,BR0044,301.85,235.23,77.93,8.1,2.68,71,298.6
2020-08,BR0044,84.29,85.68,101.65,2.32,2.75,8,231.68
2020-09,BR0044,240.48,230.76,95.96,17.29,7.19,68,327.32
2020-10,BR0044,198.42,181.3,91.37,27.58,13.9,39,392.98
2020-11,BR0044,381.11,282.1,74.02,52.09,13.67,45,131.11
2020-12,BR0044,51.22,40.11,78.3,5.77,11.27,74,311.37
2021-01,BR0044,234.2,193.45,82.6,13.43,5.73,17,44.65
2021-02,BR0044,215.34,168.12,78.07,23.81,11.06,42,183.67
2021-03,BR0044,453.31,336.72,74.28,15.5,3.42,34,61.34
2021-04,BR0044,88.65,67.25,75.86,9.08,10.24,62,242.15
2021-05,BR0044,483.04,403.87,83.61,10.61,2.2,15,238.79
2021-06,BR0044,277.07,206.36,74.48,21.78,7.86,40,131.69
2021-07,BR0044,351.09,327.57,93.3,24.66,7.02,24,314.24
2021-08,BR0044,379.58,374.0,98.53,53.63,14.13,6,359.7
2021-09,BR0044,431.68,368.53,85.37,24.41,5.65,48,165.22
2021-10,BR0044,191.62,165.67,86.46,19.16,10.0,24,291.25
2021-11,BR0044,122.11,119.31,97.71,11.65,9.54,48,27.4
2021-12,BR0044,229.66,195.35,85.06,9.77,4.25,13,89.23
2022-01,BR0044,350.41,259.48,74.05,11.51,3.28,39,296.84
2022-02,BR0044,220.14,163.7,74.36,25.8,11.72,27,114.24
2022-03,BR0044,451.2,387.99,85.99,52.83,11.71,66,397.69
2022-04,BR0044,237.29,214.11,90.23,22.41,9.44,41,200.04
2022-05,BR0044,98.48,69.81,70.89,13.79,14.0,51,355.72
2022-06,BR0044,87.14,74.68,85.7,4.78,5.49,69,147.35
2022-07,BR0044,67.91,65.27,96.11,2.15,3.17,7,125.67
2022-08,BR0044,341.56,269.01,78.76,9.38,2.75,9,336.33
2022-09,BR0044,212.21,189.82,89.45,9.03,4.26,29,99.67
2022-10,BR0044,174.2,167.98,96.43,16.72,9.6,38,348.22
2022-11,BR0044,228.45,188.72,82.61,30.66,13.42,47,72.61
2022-12,BR0044,232.69,178.03,76.51,13.25,5.69,25,235.01
2023-01,BR0044,286.46,206.39,72.05,28.63,9.99,53,328.36
2023-02,BR0044,149.71,137.48,91.83,10.89,7.27,10,264.33
2023-03,BR0044,112.36,83.57,74.38,10.81,9.62,61,343.17
2023-04,BR0044,434.91,377.59,86.82,38.53,8.86,18,337.05
2023-05,BR0044,352.61,349.05,98.99,52.01,14.75,53,146.37
2023-06,BR0044,436.32,435.27,99.76,15.73,3.61,71,105.47
2023-07,BR0044,196.17,155.33,79.18,7.03,3.58,52,309.4
2023-08,BR0044,110.07,106.22,96.5,8.27,7.51,50,235.71
2023-09,BR0044,179.28,143.44,80.01,10.34,5.77,63,183.0
2023-10,BR0044,455.89,416.59,91.38,41.43,9.09,34,180.28
2023-11,BR0044,72.33,61.02,84.36,7.79,10.77,12,36.82
2023-12,BR0044,337.48,310.31,91.95,41.06,12.17,51,76.05
2024-01,BR0044,369.33,357.22,96.72,12.79,3.46,53,276.89
2024-02,BR0044,461.45,398.74,86.41,32.17,6.97,79,348.41
2024-03,BR0044,337.84,334.23,98.93,26.6,7.87,33,221.96
2024-04,BR0044,120.22,113.24,94.19,6.88,5.72,63,53.13
2024-05,BR0044,261.5,224.6,85.89,17.79,6.8,79,370.58
2024-06,BR0044,410.73,361.69,88.06,46.84,11.4,20,280.86
2024-07,BR0044,250.49,244.23,97.5,27.27,10.89,28,252.5
2024-08,BR0044,144.12,137.39,95.33,8.22,5.7,23,94.47
2024-09,BR0044,438.86,327.39,74.6,16.3,3.71,80,268.02
2024-10,BR0044,134.88,102.01,75.63,19.49,14.45,12,398.63
2024-11,BR0044,55.48,55.22,99.54,7.94,14.31,48,174.25
2024-12,BR0044,327.51,243.7,74.41,10.33,3.15,43,154.89
2020-01,BR0045,336.97,298.69,88.64,37.41,11.1,68,72.56
2020-02,BR0045,259.07,236.38,91.24,13.91,5.37,80,342.96
2020-03,BR0045,383.17,286.92,74.88,33.33,8.7,61,79.06
2020-04,BR0045,166.79,128.21,76.87,7.46,4.47,5,295.39
2020-05,BR0045,156.72,128.09,81.73,20.89,13.33,55,50.37
2020-06,BR0045,446.02,321.13,72.0,29.42,6.6,72,122.51
2020-07,BR0045,258.68,209.87,81.13,22.38,8.65,5,98.35
2020-08,BR0045,453.19,333.96,73.69,44.6,9.84,80,90.66
2020-09,BR0045,385.41,273.29,70.91,10.86,2.82,26,297.48
2020-10,BR0045,165.74,141.0,85.07,15.78,9.52,59,379.85
2020-11,BR0045,171.08,163.28,95.44,6.25,3.65,44,147.34
2020-12,BR0045,417.55,383.48,91.84,24.94,5.97,7,388.24
2021-01,BR0045,424.77,330.94,77.91,53.24,12.53,66,295.2
2021-02,BR0045,317.77,254.6,80.12,9.96,3.13,64,338.14
2021-03,BR0045,199.67,152.71,76.48,18.95,9.49,38,175.01
2021-04,BR0045,387.72,333.59,86.04,30.28,7.81,55,326.77
2021-05,BR0045,323.03,327.68,101.44,39.39,12.19,55,193.67
2021-06,BR0045,323.85,324.66,100.25,39.0,12.04,76,210.76
2021-07,BR0045,333.41,292.87,87.84,11.15,3.34,68,74.32
2021-08,BR0045,211.71,177.2,83.7,23.05,10.89,31,83.77
2021-09,BR0045,375.88,332.73,88.52,53.01,14.1,29,391.87
2021-10,BR0045,160.46,131.02,81.65,7.42,4.62,7,127.97
2021-11,BR0045,487.04,424.26,87.11,50.94,10.46,65,105.4
2021-12,BR0045,427.95,405.01,94.64,31.75,7.42,23,297.97
2022-01,BR0045,375.45,308.54,82.18,35.89,9.56,43,145.98
2022-02,BR0045,100.01,90.06,90.05,3.65,3.65,20,150.99
2022-03,BR0045,145.87,135.02,92.56,3.78,2.59,56,59.23
2022-04,BR0045,215.25,191.9,89.15,29.61,13.76,36,304.67
2022-05,BR0045,282.75,218.62,77.32,21.21,7.5,76,382.48
2022-06,BR0045,484.56,428.59,88.45,36.7,7.57,18,167.14
2022-07,BR0045,176.86,147.7,83.51,9.42,5.33,59,330.81
2022-08,BR0045,166.01,163.09,98.24,13.93,8.39,15,345.78
2022-09,BR0045,79.72,61.61,77.28,8.02,10.06,42,377.02
2022-10,BR0045,452.5,321.41,71.03,48.5,10.72,37,271.91
2022-11,BR0045,297.0,218.21,73.47,19.41,6.54,54,325.11
2022-12,BR0045,369.68,356.78,96.51,43.1,11.66,53,187.04
2023-01,BR0045,96.45,74.85,77.6,5.25,5.44,16,109.74
2023-02,BR0045,167.08,143.15,85.68,16.18,9.68,54,108.93
2023-03,BR0045,89.72,69.87,77.88,9.93,11.07,18,344.12
2023-04,BR0045,490.83,454.31,92.56,42.17,8.59,67,321.8
2023-05,BR0045,369.86,366.46,99.08,53.75,14.53,13,289.01
2023-06,BR0045,74.84,70.87,94.69,4.98,6.65,73,74.12
2023-07,BR0045,218.85,187.09,85.49,11.29,5.16,38,43.91
2023-08,BR0045,71.06,68.75,96.75,6.34,8.92,8,221.95
2023-09,BR0045,386.18,315.9,81.8,57.52,14.89,59,397.32
2023-10,BR0045,419.62,320.59,76.4,26.75,6.37,25,130.36
2023-11,BR0045,302.42,269.76,89.2,13.72,4.54,5,384.54
2023-12,BR0045,161.0,117.9,73.23,15.11,9.39,69,78.04
2024-01,BR0045,188.59,159.26,84.45,7.29,3.87,66,276.05
2024-02,BR0045,404.87,316.12,78.08,39.5,9.76,72,348.12
2024-03,BR0045,86.76,76.27,87.91,9.35,10.78,18,117.78
2024-04,BR0045,346.68,333.78,96.28,50.27,14.5,74,189.1
2024-05,BR0045,357.77,363.74,101.67,49.3,13.78,5,375.18
2024-06,BR0045,330.31,266.0,80.53,36.04,10.91,26,183.7
2024-07,BR0045,192.38,172.26,89.54,26.24,13.64,6,223.25
2024-08,BR0045,223.13,206.57,92.58,10.72,4.8,72,266.17
2024-09,BR0045,234.03,215.49,92.08,28.85,12.33,38,362.9
2024-10,BR0045,361.91,356.26,98.44,29.37,8.12,42,264.2
2024-11,BR0045,210.51,161.59,76.76,18.68,8.87,55,269.51
2024-12,BR0045,135.39,134.93,99.66,5.6,4.14,58,217.54
